,individual,hinc,psize,ttme_air,invc_air,invt_air,gc_air,ttme_train,invc_train,invt_train,gc_train,ttme_bus,invc_bus,invt_bus,gc_bus,invc_car,invt_car,gc_car,mode_chosen
354,33.0,30.0,2.0,60.0,108.0,80.0,120.0,44.0,32.0,344.0,84.0,53.0,26.0,389.0,85.0,7.0,315.0,55.0,1.0
355,51.0,35.0,2.0,64.0,58.0,74.0,69.0,30.0,21.0,295.0,66.0,53.0,24.0,389.0,83.0,7.0,315.0,55.0,2.0
356,24.0,12.0,1.0,69.0,58.0,124.0,71.0,10.0,30.0,340.0,67.0,35.0,25.0,427.0,71.0,14.0,364.0,54.0,2.0
357,43.0,10.0,1.0,69.0,104.0,246.0,131.0,25.0,23.0,830.0,113.0,35.0,45.0,1068.0,161.0,41.0,978.0,147.0,2.0
358,12.0,40.0,3.0,64.0,71.0,145.0,93.0,44.0,59.0,658.0,159.0,53.0,32.0,652.0,131.0,10.0,590.0,100.0,4.0
359,68.0,12.0,1.0,69.0,107.0,158.0,125.0,30.0,61.0,780.0,146.0,35.0,45.0,901.0,143.0,54.0,853.0,147.0,2.0
360,52.0,6.0,1.0,69.0,105.0,196.0,126.0,40.0,43.0,895.0,140.0,35.0,44.0,919.0,144.0,50.0,935.0,152.0,2.0
361,39.0,26.0,1.0,69.0,81.0,139.0,96.0,34.0,71.0,698.0,147.0,35.0,32.0,692.0,107.0,33.0,600.0,98.0,4.0
362,39.0,70.0,1.0,20.0,106.0,190.0,127.0,34.0,72.0,659.0,143.0,35.0,33.0,653.0,104.0,44.0,592.0,108.0,4.0
363,49.0,6.0,1.0,69.0,67.0,86.0,76.0,20.0,21.0,300.0,54.0,35.0,19.0,399.0,63.0,17.0,327.0,53.0,4.0
364,13.0,60.0,2.0,64.0,60.0,144.0,82.0,44.0,32.0,404.0,93.0,53.0,26.0,449.0,94.0,8.0,270.0,49.0,4.0
365,67.0,20.0,1.0,69.0,81.0,124.0,94.0,34.0,35.0,605.0,100.0,35.0,31.0,599.0,96.0,27.0,510.0,82.0,4.0
366,9.0,36.0,2.0,64.0,115.0,138.0,136.0,10.0,44.0,830.0,170.0,53.0,50.0,869.0,182.0,18.0,862.0,149.0,2.0
367,36.0,6.0,1.0,64.0,120.0,333.0,170.0,25.0,28.0,870.0,160.0,53.0,52.0,890.0,187.0,38.0,921.0,178.0,2.0
368,80.0,35.0,1.0,69.0,60.0,117.0,73.0,10.0,23.0,325.0,58.0,35.0,25.0,425.0,71.0,17.0,307.0,50.0,2.0
369,37.0,6.0,1.0,69.0,103.0,166.0,121.0,45.0,20.0,820.0,109.0,35.0,43.0,836.0,134.0,35.0,886.0,131.0,2.0
370,4.0,40.0,4.0,64.0,78.0,175.0,105.0,44.0,67.0,932.0,208.0,53.0,44.0,922.0,183.0,12.0,720.0,121.0,4.0
371,20.0,50.0,1.0,69.0,118.0,137.0,132.0,34.0,96.0,904.0,194.0,5.0,65.0,850.0,157.0,64.0,859.0,157.0,3.0
372,3.0,45.0,4.0,5.0,60.0,85.0,73.0,44.0,24.0,379.0,81.0,53.0,19.0,424.0,83.0,3.0,337.0,54.0,1.0
373,13.0,72.0,2.0,64.0,58.0,93.0,72.0,10.0,28.0,305.0,75.0,53.0,25.0,346.0,78.0,9.0,316.0,57.0,2.0
374,4.0,15.0,1.0,69.0,104.0,200.0,126.0,75.0,23.0,835.0,114.0,35.0,43.0,846.0,135.0,40.0,927.0,141.0,2.0
375,6.0,35.0,1.0,69.0,108.0,177.0,127.0,34.0,92.0,907.0,191.0,45.0,39.0,850.0,131.0,52.0,865.0,146.0,4.0
376,18.0,8.0,2.0,64.0,81.0,129.0,101.0,44.0,35.0,677.0,138.0,15.0,31.0,565.0,117.0,12.0,588.0,101.0,3.0
377,26.0,60.0,1.0,55.0,69.0,115.0,81.0,34.0,43.0,392.0,85.0,35.0,37.0,437.0,84.0,13.0,268.0,42.0,1.0
378,61.0,8.0,2.0,64.0,81.0,129.0,101.0,44.0,35.0,677.0,138.0,15.0,31.0,565.0,117.0,12.0,588.0,101.0,3.0
379,78.0,45.0,1.0,69.0,107.0,144.0,123.0,34.0,89.0,879.0,184.0,30.0,35.0,775.0,119.0,37.0,868.0,131.0,3.0
380,33.0,45.0,1.0,80.0,75.0,110.0,87.0,34.0,70.0,638.0,140.0,35.0,31.0,632.0,100.0,39.0,581.0,102.0,1.0
381,31.0,35.0,3.0,64.0,88.0,119.0,106.0,50.0,78.0,775.0,196.0,53.0,43.0,840.0,170.0,16.0,855.0,146.0,2.0
382,6.0,10.0,2.0,64.0,124.0,160.0,148.0,30.0,82.0,850.0,211.0,53.0,54.0,893.0,189.0,19.0,886.0,153.0,2.0
383,6.0,50.0,2.0,90.0,71.0,115.0,89.0,44.0,31.0,385.0,89.0,53.0,25.0,430.0,90.0,7.0,332.0,57.0,1.0
384,62.0,60.0,1.0,69.0,127.0,193.0,148.0,34.0,109.0,888.0,205.0,60.0,52.0,1025.0,163.0,50.0,892.0,147.0,3.0
385,55.0,70.0,1.0,40.0,152.0,95.0,162.0,34.0,73.0,600.0,138.0,35.0,34.0,594.0,98.0,24.0,587.0,88.0,4.0
386,29.0,45.0,1.0,69.0,64.0,90.0,73.0,15.0,32.0,325.0,67.0,35.0,29.0,405.0,73.0,18.0,327.0,54.0,4.0
387,35.0,35.0,2.0,64.0,109.0,230.0,144.0,44.0,101.0,1104.0,269.0,53.0,56.0,1094.0,222.0,26.0,960.0,172.0,4.0
388,35.0,4.0,1.0,69.0,107.0,152.0,124.0,30.0,33.0,755.0,115.0,35.0,44.0,882.0,140.0,48.0,845.0,140.0,2.0
389,25.0,12.0,2.0,64.0,109.0,190.0,138.0,40.0,24.0,399.0,85.0,53.0,46.0,951.0,190.0,27.0,897.0,163.0,2.0
390,44.0,30.0,2.0,64.0,59.0,118.0,77.0,44.0,32.0,349.0,85.0,53.0,26.0,359.0,80.0,6.0,265.0,46.0,4.0
391,34.0,26.0,1.0,75.0,125.0,110.0,137.0,34.0,70.0,596.0,135.0,35.0,31.0,590.0,95.0,24.0,577.0,87.0,1.0
392,77.0,60.0,1.0,60.0,81.0,70.0,89.0,34.0,32.0,341.0,69.0,35.0,26.0,386.0,68.0,13.0,307.0,46.0,1.0
393,79.0,10.0,2.0,64.0,58.0,124.0,77.0,10.0,35.0,380.0,92.0,53.0,13.0,427.0,78.0,8.0,364.0,63.0,2.0
